base_name_en,area,rank,item_lang,item,stack,percentage,nodes
Coral Highlands,13,HR,en,Dragonbone Relic,1,3,
Coral Highlands,14,LR,en,Dragonite Ore,1,50,
Coral Highlands,14,LR,en,Dragonvein Crystal,1,34,
Coral Highlands,14,LR,en,Spiritcore Ore,1,13,
Coral Highlands,14,LR,en,Novacrystal,1,3,
Coral Highlands,15,LR,en,Iron Ore,1,34,
Coral Highlands,15,LR,en,Coral Crystal,1,23,
Coral Highlands,15,LR,en,Dragonite Ore,1,17,
Coral Highlands,15,LR,en,Aquacore Ore,1,13,
Coral Highlands,15,LR,en,Machalite Ore,1,10,
Coral Highlands,15,LR,en,Lightcrystal,1,3,
Coral Highlands,15,LR,en,Dragonite Ore,1,50,
Coral Highlands,15,LR,en,Dragonvein Crystal,1,34,
Coral Highlands,15,LR,en,Spiritcore Ore,1,13,
Coral Highlands,15,LR,en,Novacrystal,1,3,
Coral Highlands,15,HR,en,Coral Crystal,1,37,
Coral Highlands,15,HR,en,Carbalite Ore,1,31,
Coral Highlands,15,HR,en,Dragonite Ore,1,17,
Coral Highlands,15,HR,en,Aquacore Ore,1,15,
Coral Highlands,15,HR,en,Lightcrystal,1,7,
Coral Highlands,15,HR,en,Novacrystal,1,3,
Rotten Vale,1,,en,Flamenut,1,100,
Rotten Vale,1,,en,Bitterbug,1,100,
Rotten Vale,1,,en,Sleep Herb,1,100,
Rotten Vale,1,,en,Mandragora,1,100,
Rotten Vale,1,LR,en,Monster Bone S,1,60,
Rotten Vale,1,LR,en,Sturdy Bone,1,20,
Rotten Vale,1,LR,en,Warped Bone,1,20,
Rotten Vale,1,HR,en,Sturdy Bone,1,45,
Rotten Vale,1,HR,en,Quality Bone,1,30,
Rotten Vale,1,HR,en,Warped Bone,1,20,
Rotten Vale,1,HR,en,Dragonbone Relic,1,5,
Rotten Vale,2,,en,Flamenut,1,100,
Rotten Vale,2,,en,Ivy,1,100,
Rotten Vale,2,,en,Bitterbug,1,100,
Rotten Vale,2,,en,Blastnut,1,100,
Rotten Vale,2,,en,Honey,1,100,
Rotten Vale,2,,en,Mandragora,1,100,
Rotten Vale,2,,en,Thunderbug,1,100,
Rotten Vale,2,LR,en,Monster Bone S,1,60,
Rotten Vale,2,LR,en,Sturdy Bone,1,20,
Rotten Vale,2,LR,en,Warped Bone,1,20,
Rotten Vale,2,LR,en,Warped Bone,1,30,
Rotten Vale,2,LR,en,Sturdy Bone,1,30,
Rotten Vale,2,LR,en,Monster Bone S,1,20,
Rotten Vale,2,LR,en,Monster Bone S,1,20,
Rotten Vale,2,HR,en,Sturdy Bone,1,45,
Rotten Vale,2,HR,en,Quality Bone,1,30,
Rotten Vale,2,HR,en,Warped Bone,1,20,
Rotten Vale,2,HR,en,Dragonbone Relic,1,5,
Rotten Vale,2,HR,en,Quality Bone,1,40,
Rotten Vale,2,HR,en,Warped Bone,1,30,
Rotten Vale,2,HR,en,Sturdy Bone,1,23,
Rotten Vale,2,HR,en,Dragonbone Relic,1,7,
Rotten Vale,3,,en,Slashberry,1,100,
Rotten Vale,3,,en,Bitterbug,1,100,
Rotten Vale,3,,en,Sleep Herb,1,100,
Rotten Vale,3,,en,Herb,1,100,
Rotten Vale,4,,en,Latchberry,1,100,
Rotten Vale,4,,en,Bitterbug,1,100,
Rotten Vale,4,,en,Sleep Herb,1,100,
Rotten Vale,4,LR,en,Dragonite Ore,1,50,
Rotten Vale,4,LR,en,Dragonvein Crystal,1,34,
Rotten Vale,4,LR,en,Spiritcore Ore,1,13,
Rotten Vale,4,LR,en,Novacrystal,1,3,
Rotten Vale,4,LR,en,Monster Bone S,1,60,
Rotten Vale,4,LR,en,Sturdy Bone,1,20,
Rotten Vale,4,LR,en,Warped Bone,1,20,
Rotten Vale,4,LR,en,Warped Bone,1,30,
Rotten Vale,4,LR,en,Sturdy Bone,1,30,
Rotten Vale,4,LR,en,Monster Bone S,1,20,
Rotten Vale,4,LR,en,Monster Bone S,1,20,
Rotten Vale,4,HR,en,Dragonvein Crystal,1,41,
Rotten Vale,4,HR,en,Dragonite Ore,1,33,
Rotten Vale,4,HR,en,Spiritcore Ore,1,21,
Rotten Vale,4,HR,en,Novacrystal,1,5,
Rotten Vale,4,HR,en,Sturdy Bone,1,45,
Rotten Vale,4,HR,en,Quality Bone,1,30,
Rotten Vale,4,HR,en,Warped Bone,1,20,
Rotten Vale,4,HR,en,Dragonbone Relic,1,5,
Rotten Vale,4,HR,en,Quality Bone,1,40,
Rotten Vale,4,HR,en,Warped Bone,1,30,
Rotten Vale,4,HR,en,Sturdy Bone,1,23,
Rotten Vale,4,HR,en,Dragonbone Relic,1,7,
Rotten Vale,5,,en,Blue Mushroom,1,100,
Rotten Vale,5,,en,Flashbug,1,100,
Rotten Vale,5,,en,Blastnut,1,100,
Rotten Vale,5,LR,en,Monster Bone S,1,60,
Rotten Vale,5,LR,en,Sturdy Bone,1,20,
Rotten Vale,5,LR,en,Warped Bone,1,20,
Rotten Vale,5,LR,en,Warped Bone,1,30,
Rotten Vale,5,LR,en,Sturdy Bone,1,30,
Rotten Vale,5,LR,en,Monster Bone S,1,20,
Rotten Vale,5,LR,en,Monster Bone S,1,20,
Rotten Vale,5,HR,en,Sturdy Bone,1,45,
Rotten Vale,5,HR,en,Quality Bone,1,30,
Rotten Vale,5,HR,en,Warped Bone,1,20,
Rotten Vale,5,HR,en,Dragonbone Relic,1,5,
Rotten Vale,5,HR,en,Quality Bone,1,40,
Rotten Vale,5,HR,en,Warped Bone,1,30,
Rotten Vale,5,HR,en,Sturdy Bone,1,23,
Rotten Vale,5,HR,en,Dragonbone Relic,1,7,
Rotten Vale,6,,en,Antidote Herb,1,100,
Rotten Vale,6,,en,Toadstool,1,100,
Rotten Vale,6,,en,Parashroom,1,100,
Rotten Vale,7,,en,Blue Mushroom,1,100,
Rotten Vale,7,,en,Spider Web,1,100,
Rotten Vale,7,,en,Bitterbug,1,100,
Rotten Vale,7,,en,Parashroom,1,100,
Rotten Vale,7,,en,Dragonfell Berry,1,100,
Rotten Vale,8,,en,Bomberry,1,100,
Rotten Vale,8,,en,Fire Herb,1,100,
Rotten Vale,8,,en,Smokenut,1,100,
Rotten Vale,8,,en,Bitterbug,1,100,
Rotten Vale,8,,en,Nitroshroom,1,100,
Rotten Vale,8,,en,Honey,1,100,
Rotten Vale,8,,en,Needleberry,1,100,
Rotten Vale,8,,en,Parashroom,1,100,
Rotten Vale,8,,en,Herb,1,100,
Rotten Vale,8,LR,en,Dragonite Ore,1,50,
Rotten Vale,8,LR,en,Dragonvein Crystal,1,34,
Rotten Vale,8,LR,en,Spiritcore Ore,1,13,
Rotten Vale,8,LR,en,Novacrystal,1,3,
Rotten Vale,9,,en,Devil's Blight,1,100,
Rotten Vale,9,,en,Spider Web,1,100,
Rotten Vale,9,,en,Exciteshroom,1,100,
Rotten Vale,9,,en,Bitterbug,1,100,
Rotten Vale,9,,en,Nitroshroom,1,100,
Rotten Vale,9,,en,Blazenut,1,100,
Rotten Vale,9,,en,Godbug,1,100,
Rotten Vale,9,,en,Dragonfell Berry,1,100,
Rotten Vale,9,,en,Flowfern,1,100,
Rotten Vale,10,,en,Might Seed,1,100,
Rotten Vale,10,,en,Spider Web,1,100,
Rotten Vale,10,,en,Slashberry,1,100,
Rotten Vale,10,,en,Bitterbug,1,100,
Rotten Vale,10,,en,Honey,1,100,
Rotten Vale,10,,en,Blazenut,1,100,
Rotten Vale,10,,en,Mandragora,1,100,
Rotten Vale,10,,en,Herb,1,100,
Rotten Vale,11,,en,Blue Mushroom,1,100,
Rotten Vale,11,,en,Mandragora,1,100,
Rotten Vale,11,LR,en,Dragonite Ore,1,50,
Rotten Vale,11,LR,en,Dragonvein Crystal,1,34,
Rotten Vale,11,LR,en,Spiritcore Ore,1,13,
Rotten Vale,11,LR,en,Novacrystal,1,3,
Rotten Vale,11,HR,en,Dragonvein Crystal,1,41,
Rotten Vale,11,HR,en,Dragonite Ore,1,33,
Rotten Vale,11,HR,en,Spiritcore Ore,1,21,
Rotten Vale,11,HR,en,Novacrystal,1,5,
Rotten Vale,12,,en,Nulberry,1,100,
Rotten Vale,12,,en,Devil's Blight,1,100,
Rotten Vale,12,,en,Flashbug,1,100,
Rotten Vale,12,,en,Bitterbug,1,100,
Rotten Vale,12,,en,Godbug,1,100,
Rotten Vale,12,,en,Herb,1,100,
Rotten Vale,12,LR,en,Iron Ore,1,56,
Rotten Vale,12,LR,en,Dragonite Ore,1,21,
Rotten Vale,12,LR,en,Machalite Ore,1,18,
Rotten Vale,12,LR,en,Lightcrystal,1,5,
Rotten Vale,12,LR,en,Dragonite Ore,1,50,
Rotten Vale,12,LR,en,Dragonvein Crystal,1,34,
Rotten Vale,12,LR,en,Spiritcore Ore,1,13,
Rotten Vale,12,LR,en,Novacrystal,1,3,
Rotten Vale,12,LR,en,Monster Bone S,1,60,
Rotten Vale,12,LR,en,Sturdy Bone,1,20,
Rotten Vale,12,LR,en,Warped Bone,1,20,
Rotten Vale,12,LR,en,Warped Bone,1,30,
Rotten Vale,12,LR,en,Sturdy Bone,1,30,
Rotten Vale,12,LR,en,Monster Bone S,1,20,
Rotten Vale,12,LR,en,Monster Bone S,1,20,
Rotten Vale,12,HR,en,Dragonite Ore,1,40,
Rotten Vale,12,HR,en,Iron Ore,1,24,
Rotten Vale,12,HR,en,Carbalite Ore,1,21,
Rotten Vale,12,HR,en,Lightcrystal,1,10,
Rotten Vale,12,HR,en,Novacrystal,1,5,
Rotten Vale,12,HR,en,Sturdy Bone,1,45,
Rotten Vale,12,HR,en,Quality Bone,1,30,
Rotten Vale,12,HR,en,Warped Bone,1,20,
Rotten Vale,12,HR,en,Dragonbone Relic,1,5,
Rotten Vale,12,HR,en,Quality Bone,1,40,
Rotten Vale,12,HR,en,Warped Bone,1,30,
Rotten Vale,12,HR,en,Sturdy Bone,1,23,
Rotten Vale,12,HR,en,Dragonbone Relic,1,7,
Rotten Vale,13,,en,Might Seed,1,100,
Rotten Vale,13,,en,Slashberry,1,100,
Rotten Vale,13,LR,en,Monster Bone S,1,60,
Rotten Vale,13,LR,en,Sturdy Bone,1,20,
Rotten Vale,13,LR,en,Warped Bone,1,20,
Rotten Vale,13,LR,en,Warped Bone,1,30,
Rotten Vale,13,LR,en,Sturdy Bone,1,30,
Rotten Vale,13,LR,en,Monster Bone S,1,20,
Rotten Vale,13,LR,en,Monster Bone S,1,20,
Rotten Vale,13,HR,en,Sturdy Bone,1,45,
Rotten Vale,13,HR,en,Quality Bone,1,30,
Rotten Vale,13,HR,en,Warped Bone,1,20,
Rotten Vale,13,HR,en,Dragonbone Relic,1,5,
Rotten Vale,13,HR,en,Quality Bone,1,40,
Rotten Vale,13,HR,en,Warped Bone,1,30,
Rotten Vale,13,HR,en,Sturdy Bone,1,23,
Rotten Vale,13,HR,en,Dragonbone Relic,1,7,
Rotten Vale,14,,en,Nulberry,1,100,
Rotten Vale,14,,en,Godbug,1,100,
Rotten Vale,14,,en,Herb,1,100,
Rotten Vale,14,LR,en,Dragonite Ore,1,50,
Rotten Vale,14,LR,en,Dragonvein Crystal,1,34,
Rotten Vale,14,LR,en,Spiritcore Ore,1,13,
Rotten Vale,14,LR,en,Novacrystal,1,3,
Rotten Vale,15,,en,Baitbug,1,100,
Rotten Vale,15,,en,Devil's Blight,1,100,
Rotten Vale,15,,en,Flashbug,1,100,
Rotten Vale,15,,en,Honey,1,100,
Rotten Vale,15,,en,Dragonfell Berry,1,100,
Rotten Vale,15,LR,en,Iron Ore,1,56,
Rotten Vale,15,LR,en,Dragonite Ore,1,21,
Rotten Vale,15,LR,en,Machalite Ore,1,18,
Rotten Vale,15,LR,en,Lightcrystal,1,5,
Rotten Vale,15,HR,en,Dragonite Ore,1,40,
Rotten Vale,15,HR,en,Iron Ore,1,24,
Rotten Vale,15,HR,en,Carbalite Ore,1,21,
Rotten Vale,15,HR,en,Lightcrystal,1,10,
Rotten Vale,15,HR,en,Novacrystal,1,5,
Rotten Vale,16,LR,en,Dragonite Ore,1,50,
Rotten Vale,16,LR,en,Dragonvein Crystal,1,34,
Rotten Vale,16,LR,en,Spiritcore Ore,1,13,
Rotten Vale,16,LR,en,Novacrystal,1,3,
Rotten Vale,16,LR,en,Monster Bone S,1,60,
Rotten Vale,16,LR,en,Sturdy Bone,1,20,
Rotten Vale,16,LR,en,Warped Bone,1,20,
Rotten Vale,16,LR,en,Warped Bone,1,30,
Rotten Vale,16,LR,en,Sturdy Bone,1,30,
Rotten Vale,16,LR,en,Monster Bone S,1,20,
Rotten Vale,16,LR,en,Monster Bone S,1,20,
Rotten Vale,16,HR,en,Sturdy Bone,1,45,
Rotten Vale,16,HR,en,Quality Bone,1,30,
Rotten Vale,16,HR,en,Warped Bone,1,20,
Rotten Vale,16,HR,en,Dragonbone Relic,1,5,
Rotten Vale,16,HR,en,Quality Bone,1,40,
Rotten Vale,16,HR,en,Warped Bone,1,30,
Rotten Vale,16,HR,en,Sturdy Bone,1,23,
Rotten Vale,16,HR,en,Dragonbone Relic,1,7,
Elder's Recess,1,,en,Baitbug,1,100,
Elder's Recess,1,,en,Bitterbug,1,100,
Elder's Recess,1,,en,Godbug,1,100,
Elder's Recess,1,,en,Herb,1,100,
Elder's Recess,1,,en,Honey,1,100,
Elder's Recess,1,,en,Ivy,1,100,
Elder's Recess,1,,en,Spider Web,1,100,
Elder's Recess,2,,en,Bitterbug,1,100,
Elder's Recess,2,,en,Blue Mushroom,1,100,
Elder's Recess,2,,en,Bomberry,1,100,
Elder's Recess,2,,en,Herb,1,100,
Elder's Recess,2,,en,Needleberry,1,100,
Elder's Recess,2,,en,Nulberry,1,100,
Elder's Recess,2,,en,Slashberry,1,100,
Elder's Recess,2,,en,Thunderbug,1,100,
Elder's Recess,3,,en,Bitterbug,1,100,
Elder's Recess,3,,en,Blazenut,1,100,
Elder's Recess,3,,en,Chillshroom,1,100,
Elder's Recess,3,,en,Latchberry,1,100,
Elder's Recess,3,,en,Snow Herb,1,100,
Elder's Recess,4,,en,Adamant Seed,1,100,
Elder's Recess,4,,en,Blazenut,1,100,
Elder's Recess,4,,en,Dragonstrike Nut,1,100,
Elder's Recess,4,,en,Godbug,1,100,
Elder's Recess,4,,en,Herb,1,100,
Elder's Recess,4,,en,Latchberry,1,100,
Elder's Recess,4,,en,Slashberry,1,100,
Elder's Recess,5,,en,Baitbug,1,100,
Elder's Recess,5,,en,Blastnut,1,100,
Elder's Recess,5,,en,Herb,1,100,
Elder's Recess,5,,en,Honey,1,100,
Elder's Recess,5,,en,Sleep Herb,1,100,
Elder's Recess,6,,en,Herb,1,100,
Elder's Recess,6,,en,Sleep Herb,1,100,
Elder's Recess,7,,en,Blastnut,1,100,
Elder's Recess,7,,en,Blue Mushroom,1,100,
Elder's Recess,7,,en,Chillshroom,1,100,
Elder's Recess,7,,en,Flamenut,1,100,
Elder's Recess,7,,en,Flashbug,1,100,
Elder's Recess,7,,en,Honey,1,100,
Elder's Recess,7,,en,Might Seed,1,100,
Elder's Recess,7,,en,Toadstool,1,100,
Elder's Recess,8,,en,Antidote Herb,1,100,
Elder's Recess,8,,en,Baitbug,1,100,
Elder's Recess,8,,en,Blue Mushroom,1,100,
Elder's Recess,8,,en,Chillshroom,1,100,
Elder's Recess,8,,en,Dragonfell Berry,1,100,
Elder's Recess,8,,en,Exciteshroom,1,100,
Elder's Recess,8,,en,Flashbug,1,100,
Elder's Recess,8,,en,Honey,1,100,
Elder's Recess,8,,en,Latchberry,1,100,
Elder's Recess,8,,en,Thunderbug,1,100,
Elder's Recess,9,,en,Antidote Herb,1,100,
Elder's Recess,9,,en,Blastnut,1,100,
Elder's Recess,9,,en,Dragonstrike Nut,1,100,
Elder's Recess,9,,en,Needleberry,1,100,
Elder's Recess,9,,en,Smokenut,1,100,
Elder's Recess,10,,en,Devil's Blight,1,100,
Elder's Recess,10,,en,Godbug,1,100,
Elder's Recess,10,,en,Parashroom,1,100,
Elder's Recess,11,,en,Devil's Blight,1,100,
Elder's Recess,11,,en,Fire Herb,1,100,
Elder's Recess,11,,en,Godbug,1,100,
Elder's Recess,11,,en,Mandragora,1,100,
Elder's Recess,11,,en,Parashroom,1,100,
Elder's Recess,12,,en,Fire Herb,1,100,
Elder's Recess,12,,en,Nitroshroom,1,100,
Elder's Recess,14,,en,Flamenut,1,100,
Elder's Recess,14,,en,Slashberry,1,100,
Elder's Recess,15,,en,Bitterbug,1,100,
Elder's Recess,15,,en,Herb,1,100,
Elder's Recess,15,,en,Slashberry,1,100,
Elder's Recess,16,,en,Bitterbug,1,100,
Elder's Recess,16,,en,Devil's Blight,1,100,
Elder's Recess,16,,en,Flowfern,1,100,
Elder's Recess,16,,en,Honey,1,100,
Elder's Recess,16,,en,Might Seed,1,100,
Elder's Recess,16,,en,Nitroshroom,1,100,
Elder's Recess,16,,en,Parashroom,1,100,
Elder's Recess,2,HR,en,Quality Bone,1,66,
Elder's Recess,2,HR,en,Brutal Bone,1,20,
Elder's Recess,2,HR,en,Dragonbone Relic,1,7,
Elder's Recess,2,HR,en,Unknown Skull,1,7,
Elder's Recess,3,LR,en,Dragonite Ore,1,50,
Elder's Recess,3,LR,en,Dragonvein Crystal,1,34,
Elder's Recess,3,LR,en,Spiritcore Ore,1,13,
Elder's Recess,3,LR,en,Novacrystal,1,3,
Elder's Recess,4,HR,en,Quality Bone,1,66,
Elder's Recess,4,HR,en,Brutal Bone,1,20,
Elder's Recess,4,HR,en,Dragonbone Relic,1,7,
Elder's Recess,4,HR,en,Unknown Skull,1,7,
Elder's Recess,5,HR,en,Carbalite Ore,1,34,
Elder's Recess,5,HR,en,Dragonite Ore,1,27,
Elder's Recess,5,HR,en,Dreamcore Ore,1,13,
Elder's Recess,5,HR,en,Fucium Ore,1,21,
Elder's Recess,5,HR,en,Firecell Stone,1,5,
Elder's Recess,5,HR,en,Fucium Ore,1,28,
Elder's Recess,5,HR,en,Carbalite Ore,1,27,
Elder's Recess,5,HR,en,Dreamcore Ore,1,21,
Elder's Recess,5,HR,en,Dragonite Ore,1,17,
Elder's Recess,5,HR,en,Firecell Stone,1,7,
Elder's Recess,5,HR,en,Quality Bone,1,66,
Elder's Recess,5,HR,en,Brutal Bone,1,20,
Elder's Recess,5,HR,en,Dragonbone Relic,1,7,
Elder's Recess,5,HR,en,Unknown Skull,1,7,
Elder's Recess,6,HR,en,Carbalite Ore,1,34,
Elder's Recess,6,HR,en,Dragonite Ore,1,27,
Elder's Recess,6,HR,en,Dreamcore Ore,1,13,
Elder's Recess,6,HR,en,Fucium Ore,1,21,
Elder's Recess,6,HR,en,Firecell Stone,1,5,
Elder's Recess,6,HR,en,Fucium Ore,1,28,
Elder's Recess,6,HR,en,Carbalite Ore,1,27,
Elder's Recess,6,HR,en,Dreamcore Ore,1,21,
Elder's Recess,6,HR,en,Dragonite Ore,1,17,
Elder's Recess,6,HR,en,Firecell Stone,1,7,
Elder's Recess,7,HR,en,Carbalite Ore,1,34,
Elder's Recess,7,HR,en,Dragonite Ore,1,27,
Elder's Recess,7,HR,en,Dreamcore Ore,1,13,
Elder's Recess,7,HR,en,Fucium Ore,1,21,
Elder's Recess,7,HR,en,Firecell Stone,1,5,
Elder's Recess,8,LR,en,Dragonite Ore,1,50,
Elder's Recess,8,LR,en,Dragonvein Crystal,1,34,
Elder's Recess,8,LR,en,Spiritcore Ore,1,13,
Elder's Recess,8,LR,en,Novacrystal,1,3,
Elder's Recess,8,HR,en,Carbalite Ore,1,34,
Elder's Recess,8,HR,en,Dragonite Ore,1,27,
Elder's Recess,8,HR,en,Dreamcore Ore,1,13,
Elder's Recess,8,HR,en,Fucium Ore,1,21,
Elder's Recess,8,HR,en,Firecell Stone,1,5,
Elder's Recess,8,HR,en,Fucium Ore,1,28,
Elder's Recess,8,HR,en,Carbalite Ore,1,27,
Elder's Recess,8,HR,en,Dreamcore Ore,1,21,
Elder's Recess,8,HR,en,Dragonite Ore,1,17,
Elder's Recess,8,HR,en,Firecell Stone,1,7,
Elder's Recess,8,HR,en,Dragonvein Crystal,1,41,
Elder's Recess,8,HR,en,Dragonite Ore,1,33,
Elder's Recess,8,HR,en,Spiritcore Ore,1,21,
Elder's Recess,8,HR,en,Novacrystal,1,5,
Elder's Recess,8,HR,en,Quality Bone,1,66,
Elder's Recess,8,HR,en,Brutal Bone,1,20,
Elder's Recess,8,HR,en,Dragonbone Relic,1,7,
Elder's Recess,8,HR,en,Unknown Skull,1,7,
Elder's Recess,9,LR,en,Dragonite Ore,1,50,
Elder's Recess,9,LR,en,Dragonvein Crystal,1,34,
Elder's Recess,9,LR,en,Spiritcore Ore,1,13,
Elder's Recess,9,LR,en,Novacrystal,1,3,
Elder's Recess,9,HR,en,Dragonvein Crystal,1,41,
Elder's Recess,9,HR,en,Dragonite Ore,1,33,
Elder's Recess,9,HR,en,Spiritcore Ore,1,21,
Elder's Recess,9,HR,en,Novacrystal,1,5,
Elder's Recess,10,HR,en,Carbalite Ore,1,34,
Elder's Recess,10,HR,en,Dragonite Ore,1,27,
Elder's Recess,10,HR,en,Dreamcore Ore,1,13,
Elder's Recess,10,HR,en,Fucium Ore,1,21,
Elder's Recess,10,HR,en,Firecell Stone,1,5,
Elder's Recess,11,HR,en,Carbalite Ore,1,34,
Elder's Recess,11,HR,en,Dragonite Ore,1,27,
Elder's Recess,11,HR,en,Dreamcore Ore,1,13,
Elder's Recess,11,HR,en,Fucium Ore,1,21,
Elder's Recess,11,HR,en,Firecell Stone,1,5,
Elder's Recess,11,HR,en,Quality Bone,1,66,
Elder's Recess,11,HR,en,Brutal Bone,1,20,
Elder's Recess,11,HR,en,Dragonbone Relic,1,7,
Elder's Recess,11,HR,en,Unknown Skull,1,7,
Elder's Recess,11,HR,en,Quality Bone,1,51,
Elder's Recess,11,HR,en,Brutal Bone,1,30,
Elder's Recess,11,HR,en,Unknown Skull,1,12,
Elder's Recess,11,HR,en,Dragonbone Relic,1,7,
Elder's Recess,12,HR,en,Carbalite Ore,1,34,
Elder's Recess,12,HR,en,Dragonite Ore,1,27,
Elder's Recess,12,HR,en,Dreamcore Ore,1,13,
Elder's Recess,12,HR,en,Fucium Ore,1,21,
Elder's Recess,12,HR,en,Firecell Stone,1,5,
Elder's Recess,12,HR,en,Fucium Ore,1,28,
Elder's Recess,12,HR,en,Carbalite Ore,1,27,
Elder's Recess,12,HR,en,Dreamcore Ore,1,21,
Elder's Recess,12,HR,en,Dragonite Ore,1,17,
Elder's Recess,12,HR,en,Firecell Stone,1,7,
Elder's Recess,13,LR,en,Dragonite Ore,1,50,
Elder's Recess,13,LR,en,Dragonvein Crystal,1,34,
Elder's Recess,13,LR,en,Spiritcore Ore,1,13,
Elder's Recess,13,LR,en,Novacrystal,1,3,
Elder's Recess,13,HR,en,Carbalite Ore,1,34,
Elder's Recess,13,HR,en,Dragonite Ore,1,27,
Elder's Recess,13,HR,en,Dreamcore Ore,1,13,
Elder's Recess,13,HR,en,Fucium Ore,1,21,
Elder's Recess,13,HR,en,Firecell Stone,1,5,
Elder's Recess,13,HR,en,Fucium Ore,1,28,
Elder's Recess,13,HR,en,Carbalite Ore,1,27,
Elder's Recess,13,HR,en,Dreamcore Ore,1,21,
Elder's Recess,13,HR,en,Dragonite Ore,1,17,
Elder's Recess,13,HR,en,Firecell Stone,1,7,
Elder's Recess,14,HR,en,Carbalite Ore,1,34,
Elder's Recess,14,HR,en,Dragonite Ore,1,27,
Elder's Recess,14,HR,en,Dreamcore Ore,1,13,
Elder's Recess,14,HR,en,Fucium Ore,1,21,
Elder's Recess,14,HR,en,Firecell Stone,1,5,
Elder's Recess,14,HR,en,Fucium Ore,1,28,
Elder's Recess,14,HR,en,Carbalite Ore,1,27,
Elder's Recess,14,HR,en,Dreamcore Ore,1,21,
Elder's Recess,14,HR,en,Dragonite Ore,1,17,
Elder's Recess,14,HR,en,Firecell Stone,1,7,
Elder's Recess,15,HR,en,Carbalite Ore,1,34,
Elder's Recess,15,HR,en,Dragonite Ore,1,27,
Elder's Recess,15,HR,en,Dreamcore Ore,1,13,
Elder's Recess,15,HR,en,Fucium Ore,1,21,
Elder's Recess,15,HR,en,Firecell Stone,1,5,
Elder's Recess,15,HR,en,Fucium Ore,1,28,
Elder's Recess,15,HR,en,Carbalite Ore,1,27,
Elder's Recess,15,HR,en,Dreamcore Ore,1,21,
Elder's Recess,15,HR,en,Dragonite Ore,1,17,
Elder's Recess,15,HR,en,Firecell Stone,1,7,
Elder's Recess,15,HR,en,Quality Bone,1,66,
Elder's Recess,15,HR,en,Brutal Bone,1,20,
Elder's Recess,15,HR,en,Dragonbone Relic,1,7,
Elder's Recess,15,HR,en,Unknown Skull,1,7,
Elder's Recess,15,HR,en,Quality Bone,1,51,
Elder's Recess,15,HR,en,Brutal Bone,1,30,
Elder's Recess,15,HR,en,Unknown Skull,1,12,
Elder's Recess,15,HR,en,Dragonbone Relic,1,7,
