name_en,description_en,name_ja,description_ja,name_fr,description_fr,name_it,description_it,name_de,description_de,name_es,description_es,name_pt,description_pt,name_pl,description_pl,name_ru,description_ru,name_ko,description_ko,name_zh,description_zh,name_ar,description_ar
Girros,"Monsters that are known to attack in packs, using the deadly vapor of the Rotten Vale to their advantage. They're known for crippling targets with their paralyzing fangs.",ギルオス,瘴気の谷に棲むモンスター。牙に麻痺毒を持ち、 群れで活動するが、瘴気に侵され攻撃性を増した 個体も多いため取り囲まれないよう注意したい。,Girros,"Ces monstres attaquant en meute, utilisent les vapeurs mortelles du Val putride à leur avantage et neutralisent leurs ennemis avec leurs griffes paralysantes.",Girros,Mostro noto per attaccare in branco. Sfrutta i miasmi mortali della Valle putrefatta ed è famoso per inabilitare i nemici con le sue zanne paralizzanti.,Girros,"Ein weiteres Rudelmonster, allerdings nutzt dieses hier das tödliche Miasma im Tal der Verwesung zu seinem Vorteil. Feinde werden mit lähmenden Fangzähnen ausgeschaltet.",Girros,Monstruos que atacan en grupo utilizando a su favor los gases letales del Valle Putrefacto. También son capaces de mutilar a sus víctimas con sus colmillos paralizantes.,Girros,Monstros que atacam em bando usando o vapor mortal do Vale como vantagem. Costumam mutilar alvos com suas presas paralisantes.,Girros,Potwory atakujące stadnie i wykorzystujące opary Gnijącej Doliny. Unieruchamiają ofiary paraliżującymi kłami.,Гиррос,"Чудовища, атакующие стаей, выскакивая из защищающего их ядовитого тумана Гнилой долины. Их яд парализует жертву.",기르오스,독기의 골짜기에 사는 몬스터. 마비 독이 있고 무리 지어 활동하며 독기에 잠식당해 공격성이 늘어난 개체도 많으니 포위당하지 않도록 주의.,凶顎龍,棲息於瘴氣之谷的魔物。牙齒帶有麻痺毒。 性喜群體活動，受到瘴氣侵蝕，許多個體 攻擊性大增，最好留意別被圍上。,غيروس,وحوش تُعرف بمهاجمتها في قطيع باستغلال الغبار القاتل في الوادي المتعفن. تُعرف بتعجيزها لأهدافها من خلال أنيابها المسببة للشلل.
Hornetaur,Small insects that are found primarily on land. They're highly territorial and will attack anything that approaches them. Gather their materials by attacking them with the slinger.,カンタロス,地表で活動する小型の甲虫種。近寄ると外敵から 身を守ろうと攻撃してくる。素材が必要な場合は 甲殻が砕けにくいスリンガーでの攻撃が有効だ。,Hornetaur,Ces petits insectes extrêmement territoriaux attaquent tout ce qui les approche. Il est nécessaire de les attaquer avec la fronde pour obtenir des matériaux.,Hornetaur,"Piccoli insetti che si trovano di solito sul terreno. Sono estremamente territoriali e attaccano qualsiasi essere gli si avvicini. Se vuoi ottenere del materiale da loro, attaccali con la fionda.",Hornetaur,"Ein kleines Insekt, das bevorzugt an Land gefunden wird. Es greift jeden an, der ihm zu nahe kommt. Sammle seine Materialien, indem du ihn mit der Schleuder angreifst.",Hornetaur,Insectos pequeños sobre todo terrestres. Son muy territoriales y atacan a cualquier cosa que se acerque. Obtén sus materiales atacándoles con la eslinga.,Chifrotauro,Insetos pequenos encontrados em terra. São territoriais e atacam tudo que se aproxima. Use a atiradeira neles para obter materiais.,Hornetaur,"Owady spotykane głównie na lądzie. Bardzo terytorialne, atakują wszystko w pobliżu. Atakuj je procą, by zdobyć materiały.",Роготавр,"Небольшие насекомые, обычно попадаются на земле. Территориальны и атакуют любого, кто приблизится. Используйте самострел.",칸타로스,지표에서 활동하는 소형 갑충종. 적이 접근하면 몸을 지키기 위해 공격한다. 소재가 필요하다면 갑각을 훼손시키지 않는 슬링어로 공격할 것.,巨甲蟲,在地表活動的小型甲蟲種。一靠近就會 攻擊外來敵人以保護自身。需要素材的話， 以容易擊碎甲殼的投射器進行攻擊才有效。,هورنتور,حشرات صغيرة يُعثر عليها على الأرض في الأساس. وهي كائنات أرضية تهاجم ما يقترب منها. اجمع موادها عن طريق مهاجمتها بنبلة المعصم.
Gastodon,"Pack monsters that inhabit the Elder's Recess. They are easily angered by intruders, and will charge at monsters twice their size.",ガストドン,龍結晶の地に群れで棲息するモンスター。縄張り に侵入されると威嚇からやがて怒り状態となり、 大型モンスターにも突進攻撃を仕掛けるようだ。,Gastodon,"Monstres de meute peuplant la Terre des anciens. Ne tolérant pas les intrus, ils peuvent attaquer des monstres faisant deux fois leur taille.",Gastodon,Mostro che abita la Landa dei cristalli. Si infastidisce facilmente quando ci sono degli intrusi e tende a caricare i mostri più grandi.,Gastodon,Das Rudelmonster in der Heimat der Ältesten reagiert gereizt auf Eindringlinge und greift Monster von doppelter Größe an.,Gastodon,"Monstruos de instintos grupales que habitan en el Lecho de los Ancianos. Pueden alterarse fácilmente ante los intrusos, y cargan contra monstruos el doble de grandes que ellos.",Gastodonte,Monstros em bando que habitam a Fenda do Ancião. Irritam-se facilmente com intrusos e atacam monstros com o dobro do tamanho.,Gastodon,"Stadne potwory z Zacisza Starszych. Rozjusza je widok intruzów, potrafią szarżować na potwory dwa razy większe od siebie.",Гастодон,"Стайные чудовища из Убежища Древнего. Терпеть не могут гостей и атакуют даже тех, кто в два раза крупнее.",가스토돈,용결정의 땅에 무리지어 서식하는 몬스터. 영역이 침입당한다면 즉시 분노 상태가 되어 대형 몬스터일지라도 돌진하여 공격해온다.,突擊龍,成群棲息於龍結晶之地的魔物。遇到侵入地盤者 就會進行威嚇甚至進入憤怒狀態， 即使面對大型魔物也會發動突進攻擊。,غاستودون,قطيع من الوحوش يعيش في مخبأ التنين المعمِّر. يغضبها الدخلاء وتستطيع الانقضاض على وحوش ضعف حجمها.
Barnos,"Fervid wingdrakes that have flourished under harsh living conditions. They target intruders with a unique acidic agent, and then attack as a swarm.",バルノス,過酷な環境下に棲息する凶暴な翼竜種。縄張りに 近付くものは大型モンスターであろうと特殊な 酸を吐きかけて弱らせ、集団で襲い掛かる。,Barnos,Ces drakes ailés ayant grandi dans des conditions extrêmes s'en prennent aux intrus avec un agent acide pour ensuite les attaquer en groupe.,Barnos,Pterowyvern cresciuto in condizioni ambientali estreme. Attacca gli intrusi con un agente acido per poi attaccare in gruppo.,Barnos,"Ein feuriger Flugdrache, für den die Lebens- bedingungen nicht harsch genug sein können. Eindringlinge werden im Gruppenverbund mit einer Art Säure angegriffen.",Barnos,"Dracoalados muy insistentes que han prosperado en condiciones muy adversas. Atacan a intrusos con un ácido único, para a continuación atacar en grandes masas.",Barnos,Dracoaladas fervorosas que prosperaram em condições adversas. Miram em intrusos com um agente acidífero e atacam em bando.,Barnos,"Energiczne skrzydłosmoki żyjące w surowych warunkach. Plują w intruzów kwasem, po czym atakują stadnie.",Барнос,"Яростные виверны, выживающие в особо суровых условиях. Незваных гостей атакуют уникальной кислотой и набрасываются стаей.",바르노스,가혹한 환경에서 서식하는 난폭한 익룡종. 영역에 접근하면 대형 몬스터일지라도 특수한 산을 뱉어내서 약화시킨 후 집단으로 덮친다.,酸翼龍,棲息於殘酷環境下的兇爆翼龍種。即使侵入地盤的 是大型魔物，也會潑吐特殊的酸液削弱對方， 再集體加以襲擊。,بارنوس,تنانين مجنحة متوهجة ازدهرت في ظروف معيشية صعبة. تستهدف الدخلاء بحمض مميز ثم تهاجم في سرب.
Great Jagras,"The pack leader of the Jagras. When hungry, Great Jagras are known to attack monsters even stronger than themselves. It balloons to unbelievable proportions after swallowing prey.",ドスジャグラス,ジャグラスの群れを率いるリーダー。食欲旺盛で 空腹時には格上の相手にも容赦なく襲い掛かる。 仕留めた獲物を丸飲みにしてしまう様は圧巻。,Grand Jagras,"Leader de meute des Jagras, le Grand Jagras se frotte à n'importe quoi lorsqu'il est en colère. Son corps gonfle quand il avale une proie.",Gran Jagras,"Il capo branco dei Jagras. Quando affamato, il Gran Jagras è noto per attaccare anche mostri più forti di lui. Il suo corpo cresce a dismisura dopo aver ingoiato la sua preda.",Groß-Jagras,"Der Groß-Jagras ist der Rudelanführer der Jagras. Ist er hungrig, greift er auch Monster an, die stärker sind als er. Hat er Beute im Bauch, schwillt dieser unglaublich an.",Gran Jagras,"El líder de una manada de Jagras. Son muy voraces: los Grandes Jagras hambrientos atacan a monstruos más fuertes que ellos, y cuando tienen el estómago lleno este puede hincharse hasta alcanzar un gran tamaño.",Grande Jagras,"O líder dos Jagras. Quando faminto, o Grande Jagras ataca até monstros mais fortes. Incha de forma inacreditável ao engolir a presa.",Wielki Jagras,Przywódca stada Jagrasów. Głodny potrafi atakować nawet potwory silniejsze od siebie. Po połknięciu ofiary ogromnie pęcznieje.,Большой яграс,"Вожаки стай яграсов. Когда голодны, нападают даже на чудовищ значительно сильнее себя.",도스쟈그라스,"쟈그라스의 무리를 통솔하는 리더. 식욕이 왕성해, 배가 고프면 강한 상대라도 가차없이  덮친다. 사냥감을 한입에 먹는 모습이 압권.",大凶豺龍,率領凶豺龍族群的領袖。食慾旺盛， 飢餓時甚至會無所畏懼地襲擊更強的對象。 將解決的獵物整頭吞下的模樣十分驚人。,جاغراس العظيم,قائد قطيع الجاغراس. حين يكون جائعًا، يهاجم الجاغراس العظيم وحوش أقوى منه. ينتفخ حجمه كالبالون عقب ابتلاع ضحية.
Kulu-Ya-Ku,An odd bird wyvern that has developed limbs capable of carrying weapons. It's been spotted stealing eggs from nests found in the Ancient Forest and Wildspire Waste.,クルルヤック,発達した前脚で物を持つことを得意とする鳥竜。 古代樹の森や大蟻塚の荒地等からモンスターの 卵を盗んで持ち帰る姿が頻繁に目撃されている。,Kulu-Ya-Ku,Une curieuse wyverne rapace dont les membres antérieurs lui permettent d'attraper des objets. On la voit souvent voler des œufs d'autres monstres dans la Forêt ancienne et le Désert des termites.,Kulu-Ya-Ku,Un curioso wyvern rapace che ha sviluppato degli arti che gli consentono di trasportare oggetti.  È stato avvistato mentre rubava delle uova da alcuni nidi nella Foresta antica e nelle Guglie selvagge.,Kulu-Ya-Ku,"Ein seltsamer Vogelwyvern, der Extremitäten entwickelt hat, die Waffen tragen können. Er wurde beim Klauen von Eiern im Uralten Wald und der Wildturm-Ödnis beobachtet.",Kulu-Ya-Ku,Unos extraños wyvern pájaro que han desarrollado extremidades con las que pueden usar armas. Se les ha visto robando huevos de nidos en el Bosque Primigenio y el Yermo de Agujas.,Kulu-Ya-Ku,Serpássaro estranho que desenvolveu membros capazes de carregar armas. Rouba ovos de ninhos na Floresta e no Ermo Selvagulha.,Kulu-Ya-Ku,"Dziwna wiwerna ptasia z kończynami, którymi chwyta broń. Kradnie jaja z gniazd w Starodrzewie i na Pustkowiu Dzikowieży.",Кулу-йа-ку,"Странная пернатая виверна, способная использовать оружие. Ворует яйца гнезд Древнего леса и Дикогорья.",쿠루루야크,발달한 앞다리로 물체를 잡는 게 특기인 조룡. 고대수의 숲이나 개밋둑의 황야 등에서 몬스터의 알을 훔쳐가는 모습이 자주 목격되고 있다.,搔鳥,擅長以發達的前腳抓住物體的鳥龍。 曾被頻繁目擊到牠從古代樹森林及大蟻塚荒地等地 偷竊帶走其他魔物的蛋。,كولو-يا-كو,تنين مجنح شبيه بالطيور لديه أطراف قادرة على حمل أسلحة. رُصد يسرق البيض من الأعشاش التي وُجدت في الغابة العتيقة وأنقاض الهياكل الشرسة.
Pukei-Pukei,"A bird wyvern known to possess poisonous toxins in its body. It's been spotted storing scatternuts in its mouth or tail, coating them with poison and spitting them out at threats.",プケプケ,体内に毒液を持つ鳥竜種。はじけクルミなどの 植物を食べて口内や尾に溜め込む性質を持ち、 毒液と混ぜることで強力な毒ブレスを放つ。,Pukei-Pukei,"Une wyverne rapace dont le corps renferme des toxines vénéneuses. Elle stocke parfois des frag-noix dans sa bouche ou sa queue, qu'elle recouvre de poison et crache à ses ennemis.",Pukei-Pukei,Un wyvern rapace noto per la tossina velenosa presente nel suo corpo. Ricopre con il suo veleno le noci scoppio che accumula nella bocca o nella coda per poi sputarle contro i suoi nemici.,Pukei-Pukei,"Der Körper dieses Vogelwyvern ist voller giftiger Stoffe. Zeugen zufolge verstaut er Streunüsse in seinem Maul oder Schwanz, beschichtet sie mit Gift und spuckt sie dann auf Feinde.",Pukei-Pukei,"Wyvern pájaro conocido por las toxinas venenosas de su cuerpo. A menudo almacena fragmenueces en la boca o en la cola, lo que las cubre de veneno y las hace útiles como proyectiles contra cualquier amenaza.",Pukei-Pukei,Serpássaro com toxinas venenosas no corpo. Pode guardar nozes de dispersão na boca ou cauda e cuspi-las com veneno em ameaças.,Pukei-Pukei,"Wiwerna ptasia wytwarzająca w ciele toksyny. Zauważono, że pokrywa trucizną trzaskorzechy i pluje nimi we wrogów.",Поки-поки,"Пернатая виверна, чьи органы содержат яд. Она вымачивает в нем разрывные орехи, которыми стреляет по врагам.",푸케푸케,체내에 독액을 가진 조룡종. 펑펑호두 등의 식물을 먹어 입안이나 꼬리에 축적하는 성질이 있으며 독액이 섞인 강력한 독브레스를 뿜는다.,毒妖鳥,體內有毒液的鳥龍種。會吞吃飛散核桃 之類的植物蓄積在嘴裡或尾巴， 再混合毒液噴出強力的劇毒吐息。,بوكي-بوكي,تنين مجنح شبيه بالطيور يُعرف بامتلاكه سم في جسده. رُصد وهو يخزن بندق متناثر في فمه أو ذيله ويغطيه بالسم ثم يبصقه على أي تهديد.
Barroth,"Barroth seek out ants, their favorite snack, and mark their territory with mud. They attack potential rivals with their devastating charging attack.",ボルボロス,好物の蟻を求め、泥で縄張りをマーキングしつつ 巡回しているモンスター。相手が誰であろうと、 縄張りを荒らす者には得意の突進で襲い掛かる。,Barroth,Le Barroth se nourrit de fourmis et marque son territoire avec de la boue. Ses rivaux doivent faire face à ses puissantes charges.,Barroth,"Il Barroth si nutre di formiche e marca il proprio territorio con il fango. Quando si sente in pericolo, è pronto a travolgere ogni minaccia con la sua potente carica.",Barroth,"Der Barroth sucht ständig nach Ameisen, seinem Lieblingssnack, und markiert sein Territorium mit Schlamm. Kontrahenten erwarten anstürmende Angriffe.",Barroth,"Los Barroth pasan gran parte de su tiempo buscando hormigas, su alimento principal, y marcando su territorio con barro. Si se enfrentan a un enemigo, su seña de identidad es una carga muy poderosa.",Barroth,"O Barroth procura formigas, seu lanche favorito, e marca território com lama. Usa um ataque de investida contra rivais.",Barroth,"Barroth szuka mrówek, swojej ulubionej przekąski, i znaczy terytorium błotem. Atakuje rywali potężną szarżą.",Баррот,Барроты обожают муравьев и в их поисках рыхлят грязь. Потенциальных врагов пытаются затоптать с разгона.,볼보로스,맛있는 개미를 찾아 진흙에서 영역을 마킹하며 돌아다니고 있는 몬스터. 상대가 누구더라도 세력을 어지럽히면 특기인 돌진으로 덮쳐온다.,土砂龍,喜食螞蟻，會以泥巴標記地盤及 來回巡邏的魔物。不論遇到什麼對手， 都會以擅長的突進來襲擊在地盤上的擾亂者。,باروث,يبحث الباروث عن النمل، وجبته المفضلة ويرسم حدود أرضه بالوحل. يهاجم الخصوم المحتملة بهجمته المشحونة المدمرة.
Jyuratodus,"A large piscine wyvern that inhabits the swamps of the Wildspire Waste. It uses mud to capture prey, and it's known to battle Barroth over territory.",ジュラトドス,大蟻塚の荒地にある沼地に棲息する大型魚竜。 泥を利用して獲物を捕らえたり身を守っており 縄張りを巡ってボルボロスと争うこともある。,Jyuratodus,"Wyverne aquatique vivant dans les marécages du Désert des termites, le Jyuratodus utilise la boue pour capturer ses proies. Il est connu pour se disputer le territoire avec le Barroth.",Jyuratodus,Un grande wyvern acquatico che abita le paludi delle Guglie selvagge. Usa il fango per catturare le sue prede ed è noto per rivaleggiare con il Barroth per il controllo del territorio.,Jyuratodus,"Dieser große Fischwyvern lebt in den Sümpfen der Wildturm-Ödnis. Er nutzt Schlamm, um Beute zu fangen und führt Gebietskämpfe mit den Barroth.",Jyuratodus,"Un gran wyvern nadador que habita en los pantanos del Yermo de Agujas. Se ayuda del barro para capturar a sus presas, y a veces se le puede ver peleando por su territorio con Barroth.",Jyuratodus,Uma hidroserpe que habita os pântanos do Ermo Selvagulha. Usa lama para capturar presas e enfrenta Barroth por território.,Jyuratodus,Duża wiwerna rybia z bagien Pustkowia Dzikowieży. Łapie ofiary przy użyciu błota. Walczy z Barrothami o terytorium.,Юратод,Ихтиовиверна болот Дикогорья. Ловит добычу в грязи и враждует за территорию с барротом.,쥬라토도스,개밋둑의 황야의 늪지에 서식하는 대형 어룡. 진흙을 이용해 사냥감을 잡거나 몸을 보호한다. 영역을 둘러싸고 볼보로스와 다툴 때도 있다.,泥魚龍,在大蟻塚荒地的沼澤棲息的大型魚龍。 會利用泥濘捕捉獵物以及保護自己。 也曾經和土砂龍爭奪地盤。,جيوراتودوس,تنين مجنح سباح يعيش في مستنقعات أنقاض الهياكل الشرسة. يستخدم الوحل لأسر الضحية ويشتهر بقتال الباروث نزاعًا على الأرض.
Tobi-Kadachi,A fanged wyvern that flies among the trees of the Ancient Forest. Its penchant to brush against the ground and the trees as it moves around builds up static electricity within its fur.,トビカガチ,樹上に棲息し木々を飛び回って活動する牙竜種。 木や地面に身体を擦りつけながら移動することで 体毛に静電気を溜め込む性質を持つようだ。,Tobi-Kadachi,Une wyverne à crocs qui aime voler dans la Forêt ancienne. Il emmagasine de l'électricité statique en se frottant contre les arbres ou le sol lorsqu'il se déplace.,Tobi-Kadachi,Un wyvern zannuto che volteggia tra gli alberi nella Foresta antica. È in grado di generare elettricità statica quando il suo pelo viene a contatto con il terreno e la vegetazione.,Tobi-Kadachi,"Dieser Reißzahn-Wyvern fliegt zwischen den Wipfeln des Uralten Waldes. Er ist bekannt dafür, den Boden und Bäume zu streifen, um statische Elektrizität im Fell aufzubauen.",Tobi-Kadachi,Wyvern de grandes colmillos que vuela entre los árboles del Bosque Primigenio. Es capaz de utilizar a su favor la electricidad estática que acumula al frotarse con los árboles mientras se mueve.,Tobi-Kadachi,Serpe de presa que voa entre as árvores da Floresta. Passar do chão para a árvore gera eletricidade estática em seu pelo.,Tobi-Kadachi,"Wiwerna kłowa latająca między drzewami Starodrzewu. Ociera się w ruchu o ziemię i drzewa, elektryzując swoje futro.",Тоби-кадачи,"Клыкастая виверна, прячущаяся в кронах Древнего леса. Ее мех, похоже, способен накапливать статическое электричество.",토비카가치,나무 위에 서식하며 나무를 뛰어다니는 아룡종. 나무나 지면에 신체를 문지르며 이동해서 체모에 정전기를 축적하는 성질을 가진 듯하다.,飛雷龍,棲息在樹上，在林木間飛舞活動的牙龍種。 似乎會藉由移動時摩擦林木與地面， 使體毛能夠蓄積靜電。,توبي-كاداتشي,تنين مجنح ذو أنياب يطير بين أشجار الغابة العتيقة. نزعته في الاحتكاك بالأرض والأشجار أثناء التحرك تولّد كهرباء ساكنة في فروته.
Anjanath,"The Anjanath patrols the Ancient Forest, looking for its favorite meal, Aptonoth. This belligerent monster will attack anything without hesitation.",アンジャナフ,捕食対象の草食種が多く棲息する古代樹の森を 縄張りとするモンスター。非常に好戦的で、 他のモンスターに対しても躊躇なく襲い掛かる。,Anjanath,"L'Anjanath parcourt la Forêt ancienne à la recherche d'Aptonoth, son met favori. Ce monstre belliqueux attaque sans hésitation.",Anjanath,"L'Anjanath si aggira per la Foresta antica in cerca degli Aptonoth, il suo pasto preferito. Questo mostro attacca senza alcuna esitazione tutto ciò che gli si para davanti.",Anjanath,Der Anjanath durchstreift den Uralten Wald auf der Suche nach seinem Lieblingsmahl: Aptonoths. Dieses streitsüchtige Monster stürzt sich ohne zu zögern auf jeden!,Anjanath,"Los Anjanath patrullan por el Bosque Primigenio en busca de su comida preferida, los Aptonoth. Este agresivo monstruo ataca a cualquiera sin titubear.",Anjanath,"O Anjanath patrulha a Floresta Ancestral atrás da sua refeição, o Aptonote. Este monstro hostil ataca a todos sem hesitar.",Anjanath,"Anjanath krąży po Starodrzewie, szukając ulubionego posiłku - Aptonotha. Ten bojowy potwór atakuje wszystko bez wahania.",Аньянат,Аньянаты рыщут по Древнему лесу в поисках любимой добычи: аптонотов. Чудовище свирепо и крайне агрессивно.,안쟈나프,포식 대상인 초식종이 서식하는 고대수의 숲을 영역으로 하는 몬스터. 매우 호전적이기에 다른 몬스터에게도 주저 없이 달려든다.,蠻顎龍,以捕食對象草食種大量棲息的古代樹森林 為地盤的魔物。非常好戰， 會毫不猶豫地襲擊其他魔物。,أنجاناث,تجوب الأنجاناث الغابة العتيقة بحثًا عن وجبتها المفضلة، أبتونوث. سيهاجم هذا الوحش العدواني أي شيء من دون تردد.
Rathian,"Wyverns known as the ""Queens of the Land."" Terrestrial predators, they overpower prey with their venomous tails and powerful legs.",リオレイア,地上を中心に狩りを行なう、別名≪陸の女王≫。 つがいで狩りを行なう様子も目撃されており、 優れた脚力と毒を含んだ尾で獲物を仕留める。,Rathian,"Wyverne femelle surnommée ""Reine de la terre"", elle chasse principalement au sol utilisant ses pattes puissantes et sa queue sécrétant du poison.",Rathian,"Wyvern femmina, conosciuta anche con il nome di ""Regina delle terre"". Caccia prevalentemente a terra grazie alla coda, da cui secerne un veleno mortale, e alle sue possenti zampe.",Rathian,"Eine weibliche Wyvern, auch als ""Königin des Landes"" bekannt. Mit ihrem giftabsondernden Schwanz und kräftigen Beinen jagt sie Beute bevorzugt am Boden.",Rathian,"Wyverns conocidas como ""reinas de la tierra"". Depredadoras terrestres que dominan a sus presas con su cola venenosa y poderosas patas.",Rathian,"Serpes conhecidas como ""Rainhas da Terra"". Predadores terrestres que subjugam presas com suas caudas venenosas e pernas fortes.",Rathiana,"Wiwerny znane jako „królowe lądu”. Lądowe drapieżniki, obezwładniające ofiary jadowitymi ogonami i potężnymi nogami.",Ратиана,"Этих виверн называют ""Королевами земель"". Это сухопутные хищники, убивающие добычу мощными лапами и ядовитыми хвостами.",리오레이아,지상을 중심으로 사냥하는 일명 ≪육지의 여왕≫. 한 쌍이 사냥하는 모습도 목격되고 있으며 우수한 각력과 독 꼬리로 사냥감을 끝장낸다.,雌火龍,以地面為狩獵重心，別名《陸之女王》。 曾有雌雄一同狩獵的目擊情報， 會用優秀的腳力和含有毒的尾巴解決獵物。,راثيان,"التنانين المجنحة المعروفة باسم ""ملكات الأرض."" مفترسة أرضية، تتغلب على ضحيتها باستخدام ذيولها السامة وأقدامها القوية."
